,CustomerID,Recency,Frequency,Monetary,R-Score,F-Score,M-Score,RFMScore,LoyaltyLevel,Cluster_ID
2589,16432,63,8,287,3,4,3,10,Bronze,0
2590,16433,27,17,184,2,3,4,9,Silver,0
2591,16434,28,109,1522,2,1,1,4,Platinum,1
2592,16438,5,132,798,1,1,2,4,Platinum,1
2594,16441,66,24,381,3,3,3,9,Silver,0
2595,16442,1,174,617,1,1,2,4,Platinum,1
2596,16444,45,84,655,2,1,2,5,Platinum,1
2597,16445,33,63,231,2,2,4,8,Silver,1
2599,16447,135,36,259,3,2,4,9,Silver,0
2600,16448,197,20,189,4,3,4,11,Bronze,0
2601,16449,197,40,708,4,2,2,8,Silver,0
2602,16450,149,11,312,3,4,3,10,Bronze,0
2603,16451,87,14,267,3,4,4,11,Bronze,0
2604,16454,44,2,7,2,4,4,10,Bronze,0
2605,16455,63,99,1841,3,1,1,5,Platinum,1
2606,16456,98,111,2158,3,1,1,5,Platinum,1
2607,16457,217,9,208,4,4,4,12,Bronze,0
2609,16460,27,135,815,2,1,2,5,Platinum,1
2610,16461,177,33,151,4,3,4,11,Bronze,0
2611,16462,73,3,136,3,4,4,11,Bronze,0
2612,16463,20,82,1422,1,1,1,3,Platinum,1
2614,16466,33,148,1603,2,1,1,4,Platinum,1
2615,16468,73,2,75,3,4,4,11,Bronze,0
2616,16469,23,182,650,2,1,2,5,Platinum,1
2617,16470,51,170,762,2,1,2,5,Platinum,1
2618,16471,274,13,224,4,4,4,12,Bronze,0
2619,16473,164,18,316,4,3,3,10,Bronze,0
2621,16475,87,28,544,3,3,2,8,Silver,0
2622,16477,63,146,2494,3,1,1,5,Platinum,1
2623,16478,24,17,331,2,3,3,8,Silver,0
2624,16479,9,35,301,1,2,3,6,Gold,1
2625,16480,75,53,769,3,2,2,7,Gold,1
2626,16482,15,18,221,1,3,4,8,Silver,0
2627,16483,191,19,139,4,3,4,11,Bronze,0
2628,16484,173,25,404,4,3,3,10,Bronze,0
2629,16485,76,42,364,3,2,3,8,Silver,0
2630,16488,32,29,499,2,3,3,8,Silver,1
2631,16491,46,39,732,2,2,2,6,Gold,1
2632,16493,79,56,1352,3,2,1,6,Gold,1
2633,16494,296,50,827,4,2,2,8,Silver,0
2634,16495,2,97,684,1,1,2,4,Platinum,1
2635,16496,8,95,1600,1,1,1,3,Platinum,1
2637,16498,160,15,101,4,4,4,12,Bronze,0
2639,16500,4,11,401,1,4,3,8,Silver,0
2640,16503,106,84,1432,3,1,1,5,Platinum,1
2641,16504,24,86,484,2,1,3,6,Gold,1
2642,16505,31,4,778,2,4,2,8,Silver,0
2643,16506,19,3,90,1,4,4,9,Silver,0
2644,16509,296,13,364,4,4,3,11,Bronze,0
2646,16511,21,169,950,1,1,2,4,Platinum,1
2647,16513,4,35,875,1,2,2,5,Platinum,1
2648,16515,51,113,1627,2,1,1,4,Platinum,1
2649,16516,29,6,102,2,4,4,10,Bronze,0
2650,16517,276,17,163,4,3,4,11,Bronze,0
2651,16518,60,40,484,3,2,3,8,Silver,1
2652,16519,24,13,215,2,4,4,10,Bronze,0
2653,16520,185,156,1047,4,1,1,6,Gold,1
2656,16526,171,15,290,4,4,3,11,Bronze,0
2657,16527,80,14,228,3,4,4,11,Bronze,0
2658,16528,3,17,244,1,3,4,8,Silver,0
2659,16529,189,30,455,4,3,3,10,Bronze,0
2660,16531,21,77,1245,1,1,1,3,Platinum,1
2662,16533,18,177,1096,1,1,1,3,Platinum,1
2663,16535,4,31,594,1,3,2,6,Gold,1
2664,16536,109,55,549,3,2,2,7,Gold,1
2665,16539,2,45,1389,1,2,1,4,Platinum,1
2666,16542,53,5,120,2,4,4,10,Bronze,0
2667,16545,164,3,339,4,4,3,11,Bronze,0
2668,16546,290,25,787,4,3,2,9,Silver,0
2671,16551,95,32,922,3,3,2,8,Silver,1
2672,16552,242,17,380,4,3,3,10,Bronze,0
2674,16554,41,52,837,2,2,2,6,Gold,1
2675,16555,34,17,286,2,3,3,8,Silver,0
2677,16557,23,11,282,2,4,3,9,Silver,0
2679,16560,26,56,841,2,2,2,6,Gold,1
2680,16561,5,31,511,1,3,3,7,Gold,1
2681,16563,53,19,1078,2,3,1,6,Gold,1
2683,16566,14,18,615,1,3,2,6,Gold,1
2684,16567,193,35,866,4,2,2,8,Silver,0
2685,16569,2,5,124,1,4,4,9,Silver,0
2687,16571,26,87,1422,2,1,1,4,Platinum,1
2688,16572,126,57,1010,3,2,2,7,Gold,1
2689,16573,84,42,664,3,2,2,7,Gold,1
2690,16574,70,28,451,3,3,3,9,Silver,0
2691,16581,182,9,106,4,4,4,12,Bronze,0
2692,16582,112,6,314,3,4,3,10,Bronze,0
2694,16584,79,28,936,3,3,2,8,Silver,1
2695,16586,248,8,464,4,4,3,11,Bronze,0
2696,16587,231,13,225,4,4,4,12,Bronze,0
2697,16589,70,33,459,3,3,3,9,Silver,0
2698,16591,68,10,214,3,4,4,11,Bronze,0
2700,16593,50,27,330,2,3,3,8,Silver,0
2701,16594,74,53,181,3,2,4,9,Silver,0
2702,16595,60,85,360,3,1,3,7,Gold,1
2703,16596,15,12,250,1,4,4,9,Silver,0
2704,16597,3,7,90,1,4,4,9,Silver,0
2705,16598,285,10,145,4,4,4,12,Bronze,0
2706,16600,3,62,814,1,2,2,5,Platinum,1
2707,16601,40,31,245,2,3,4,9,Silver,0
2708,16602,35,29,528,2,3,3,8,Silver,1
2709,16603,74,34,482,3,2,3,8,Silver,0
2712,16610,218,6,76,4,4,4,12,Bronze,0
2713,16611,185,10,129,4,4,4,12,Bronze,0
2714,16612,32,66,1188,2,2,1,5,Platinum,1
2715,16613,69,30,619,3,3,2,8,Silver,0
2716,16614,182,26,506,4,3,3,10,Bronze,0
2717,16616,14,33,500,1,3,3,7,Gold,1
2718,16617,235,5,152,4,4,4,12,Bronze,0
2719,16618,30,96,2648,2,1,1,4,Platinum,1
2720,16619,263,14,226,4,4,4,12,Bronze,0
2721,16620,3,9,179,1,4,4,9,Silver,0
2722,16621,51,29,813,2,3,2,7,Gold,1
2723,16623,245,5,129,4,4,4,12,Bronze,0
2724,16624,80,48,811,3,2,2,7,Gold,1
2725,16625,273,23,333,4,3,3,10,Bronze,0
2727,16627,78,20,323,3,3,3,9,Silver,0
2728,16628,29,117,2188,2,1,1,4,Platinum,1
2729,16629,73,64,418,3,2,3,8,Silver,1
2731,16634,222,9,218,4,4,4,12,Bronze,0
2732,16637,31,69,1154,2,2,1,5,Platinum,1
2733,16638,22,94,1681,1,1,1,3,Platinum,1
2734,16639,30,50,1258,2,2,1,5,Platinum,1
2735,16641,105,12,231,3,4,4,11,Bronze,0
2736,16642,4,34,688,1,2,2,5,Platinum,1
2737,16643,245,27,488,4,3,3,10,Bronze,0
2738,16644,177,62,834,4,2,2,8,Silver,1
2739,16647,169,14,214,4,4,4,12,Bronze,0
2740,16648,42,19,291,2,3,3,8,Silver,0
2741,16650,71,24,518,3,3,3,9,Silver,0
2743,16653,15,69,1213,1,2,1,4,Platinum,1
2744,16654,140,29,601,3,3,2,8,Silver,0
2747,16657,9,208,934,1,1,2,4,Platinum,1
2749,16659,188,2,39,4,4,4,12,Bronze,0
2750,16660,15,16,1268,1,3,1,5,Platinum,1
2752,16666,18,32,119,1,3,4,8,Silver,0
2753,16667,67,53,570,3,2,2,7,Gold,1
2754,16668,14,20,307,1,3,3,7,Gold,0
2755,16669,23,160,1375,2,1,1,4,Platinum,1
2757,16671,27,6,1692,2,4,1,7,Gold,1
2759,16674,54,98,320,2,1,3,6,Gold,1
2760,16676,33,89,1592,2,1,1,4,Platinum,1
2763,16680,42,10,184,2,4,4,10,Bronze,0
2764,16681,72,44,1770,3,2,1,6,Gold,1
2765,16682,4,30,1028,1,3,2,6,Gold,1
2767,16685,60,62,324,3,2,3,8,Silver,1
2769,16688,0,62,1261,1,2,1,4,Platinum,1
2770,16689,75,13,423,3,4,3,10,Bronze,0
2771,16690,71,12,226,3,4,4,11,Bronze,0
2772,16692,255,3,1276,4,4,1,9,Silver,0
2773,16693,68,60,482,3,2,3,8,Silver,1
2774,16696,134,10,658,3,4,2,9,Silver,0
2775,16697,240,21,113,4,3,4,11,Bronze,0
2776,16698,226,5,1998,4,4,1,9,Silver,0
2780,16706,36,123,531,2,1,2,5,Platinum,1
2781,16708,45,27,657,2,3,2,7,Gold,1
2784,16711,2,22,1651,1,3,1,5,Platinum,1
2787,16714,218,93,1162,4,1,1,6,Gold,1
2788,16715,77,19,302,3,3,3,9,Silver,0
2789,16716,266,2,901,4,4,2,10,Bronze,0
2792,16719,14,201,1790,1,1,1,3,Platinum,1
2793,16720,25,27,155,2,3,4,9,Silver,0
2794,16721,261,37,292,4,2,3,9,Silver,0
2796,16723,90,43,589,3,2,2,7,Gold,1
2797,16725,301,151,781,4,1,2,7,Gold,1
2798,16726,25,185,1382,2,1,1,4,Platinum,1
2802,16730,51,82,743,2,1,2,5,Platinum,1
2803,16732,31,28,604,2,3,2,7,Gold,1
2804,16734,51,53,651,2,2,2,6,Gold,1
2805,16735,78,125,2301,3,1,1,5,Platinum,1
2806,16737,52,1,418,2,4,3,9,Silver,0
2807,16738,297,1,4,4,4,4,12,Bronze,0
2808,16739,176,13,323,4,4,3,11,Bronze,0
2809,16742,46,1,465,2,4,3,9,Silver,0
2810,16743,28,191,2238,2,1,1,4,Platinum,1
2814,16747,37,42,836,2,2,2,6,Gold,1
2815,16748,17,69,1516,1,2,1,4,Platinum,1
2816,16750,44,95,624,2,1,2,5,Platinum,1
2817,16751,30,25,1765,2,3,1,6,Gold,1
2819,16753,57,34,224,2,2,4,8,Silver,0
2821,16755,113,170,1497,3,1,1,5,Platinum,1
2822,16756,214,13,239,4,4,4,12,Bronze,0
2823,16757,318,7,107,4,4,4,12,Bronze,0
2824,16758,64,22,369,3,3,3,9,Silver,0
2825,16759,7,42,790,1,2,2,5,Platinum,1
2826,16761,96,13,317,3,4,3,10,Bronze,0
2827,16762,19,89,1501,1,1,1,3,Platinum,1
2828,16763,198,23,612,4,3,2,9,Silver,0
2830,16765,293,1,34,4,4,4,12,Bronze,0
2831,16766,272,34,1146,4,2,1,7,Gold,0
2833,16768,47,54,478,2,2,3,7,Gold,1
2834,16769,259,40,380,4,2,3,9,Silver,0
2835,16770,57,145,770,2,1,2,5,Platinum,1
2837,16773,56,26,172,2,3,4,9,Silver,0
2838,16774,67,48,662,3,2,2,7,Gold,1
2839,16775,9,158,1696,1,1,1,3,Platinum,1
2840,16776,59,76,388,3,1,3,7,Gold,1
2841,16777,79,50,226,3,2,4,9,Silver,0
2842,16778,73,16,246,3,3,4,10,Bronze,0
2844,16780,99,60,425,3,2,3,8,Silver,0
2846,16782,9,190,2280,1,1,1,3,Platinum,1
2847,16784,19,3,108,1,4,4,9,Silver,0
2848,16788,122,155,597,3,1,2,6,Gold,1
2849,16789,7,5,81,1,4,4,9,Silver,0
2850,16790,3,93,1546,1,1,1,3,Platinum,1
2852,16792,281,12,110,4,4,4,12,Bronze,0
2853,16793,56,16,244,2,3,4,9,Silver,0
2856,16796,88,18,306,3,3,3,9,Silver,0
2857,16800,10,164,1201,1,1,1,3,Platinum,1
2858,16801,162,76,1620,4,1,1,6,Gold,1
2859,16803,64,24,332,3,3,3,9,Silver,0
2860,16804,22,60,537,1,2,2,5,Platinum,1
2861,16805,173,98,461,4,1,3,8,Silver,1
2862,16806,102,103,801,3,1,2,6,Gold,1
2863,16807,142,67,1122,3,2,1,6,Gold,1
2864,16808,98,23,288,3,3,3,9,Silver,0
2865,16809,22,149,915,1,1,2,4,Platinum,1
2866,16810,191,15,310,4,4,3,11,Bronze,0
2867,16811,4,28,547,1,3,2,6,Gold,1
2871,16816,102,28,417,3,3,3,9,Silver,0
2872,16817,2,86,1605,1,1,1,3,Platinum,1
2874,16820,95,26,498,3,3,3,9,Silver,0
2875,16823,226,38,358,4,2,3,9,Silver,0
2876,16824,15,26,461,1,3,3,7,Gold,1
2877,16825,38,28,775,2,3,2,7,Gold,1
2878,16826,50,22,342,2,3,3,8,Silver,0
2879,16828,92,8,128,3,4,4,11,Bronze,0
2880,16829,156,11,197,4,4,4,12,Bronze,0
2881,16830,38,23,326,2,3,3,8,Silver,0
2882,16832,183,12,199,4,4,4,12,Bronze,0
2883,16833,0,47,1107,1,2,1,4,Platinum,1
2884,16834,227,24,413,4,3,3,10,Bronze,0
2885,16835,127,10,181,3,4,4,11,Bronze,0
2886,16836,39,11,252,2,4,4,10,Bronze,0
2888,16838,196,25,589,4,3,2,9,Silver,0
2890,16841,36,116,1870,2,1,1,4,Platinum,1
2891,16842,100,63,1264,3,2,1,6,Gold,1
2893,16846,49,11,214,2,4,4,10,Bronze,0
2894,16847,42,12,193,2,4,4,10,Bronze,0
2895,16848,52,14,281,2,4,3,9,Silver,0
2896,16849,186,8,125,4,4,4,12,Bronze,0
2898,16851,3,20,342,1,3,3,7,Gold,1
2899,16852,9,9,145,1,4,4,9,Silver,0
2900,16855,23,19,328,2,3,3,8,Silver,0
2901,16856,14,2,35,1,4,4,9,Silver,0
2903,16859,144,52,748,3,2,2,7,Gold,1
2904,16861,59,6,174,3,4,4,11,Bronze,0
2905,16863,30,26,503,2,3,3,8,Silver,1
2906,16866,140,11,208,3,4,4,11,Bronze,0
2907,16869,22,128,825,1,1,2,4,Platinum,1
2909,16872,76,7,680,3,4,2,9,Silver,0
2911,16875,66,112,2096,3,1,1,5,Platinum,1
2912,16877,11,159,854,1,1,2,4,Platinum,1
2913,16878,83,3,13,3,4,4,11,Bronze,0
2914,16880,30,178,1519,2,1,1,4,Platinum,1
2915,16881,66,1,432,3,4,3,10,Bronze,0
2916,16882,66,39,705,3,2,2,7,Gold,1
2917,16883,186,38,277,4,2,3,9,Silver,0
2918,16884,37,26,430,2,3,3,8,Silver,0
2919,16885,14,101,472,1,1,3,5,Platinum,1
2920,16887,34,37,195,2,2,4,8,Silver,0
2921,16889,194,135,1579,4,1,1,6,Gold,1
2922,16891,1,203,810,1,1,2,4,Platinum,1
2923,16892,0,99,526,1,1,3,5,Platinum,1
2925,16895,64,69,219,3,2,4,9,Silver,0
2926,16897,298,37,290,4,2,3,9,Silver,0
2927,16898,25,162,509,2,1,3,6,Gold,1
2928,16899,7,125,1282,1,1,1,3,Platinum,1
2929,16900,16,79,887,1,1,2,4,Platinum,1
2930,16902,115,44,1707,3,2,1,6,Gold,1
2931,16903,28,60,373,2,2,3,7,Gold,1
2934,16906,81,93,580,3,1,2,6,Gold,1
2935,16907,28,151,982,2,1,2,5,Platinum,1
2936,16909,71,18,379,3,3,3,9,Silver,0
2938,16912,28,101,2575,2,1,1,4,Platinum,1
2939,16913,289,8,113,4,4,4,12,Bronze,0
2940,16914,35,38,208,2,2,4,8,Silver,0
2941,16915,8,57,622,1,2,2,5,Platinum,1
2942,16916,23,143,576,2,1,2,5,Platinum,1
2943,16917,276,9,392,4,4,3,11,Bronze,0
2944,16918,48,128,1069,2,1,1,4,Platinum,1
2946,16921,60,60,170,3,2,4,9,Silver,0
2948,16924,20,83,847,1,1,2,4,Platinum,1
2950,16927,115,6,543,3,4,2,9,Silver,0
2952,16929,3,77,1295,1,1,1,3,Platinum,1
2953,16930,25,54,381,2,2,3,7,Gold,1
2955,16932,52,53,162,2,2,4,8,Silver,0
2956,16933,0,44,563,1,2,2,5,Platinum,1
2957,16934,54,62,951,2,2,2,6,Gold,1
2958,16936,25,57,263,2,2,4,8,Silver,1
2962,16943,211,33,817,4,3,2,9,Silver,0
2964,16947,235,21,406,4,3,3,10,Bronze,0
2965,16948,138,19,435,3,3,3,9,Silver,0
2966,16949,3,60,1286,1,2,1,4,Platinum,1
2967,16950,56,42,1179,2,2,1,5,Platinum,1
2968,16951,134,86,1278,3,1,1,5,Platinum,1
2969,16952,108,16,168,3,3,4,10,Bronze,0
2970,16953,29,1,21,2,4,4,10,Bronze,0
2971,16954,0,54,2085,1,2,1,4,Platinum,1
2972,16955,184,25,519,4,3,3,10,Bronze,0
2973,16956,17,16,309,1,3,3,7,Gold,0
2974,16957,238,16,417,4,3,3,10,Bronze,0
2975,16959,86,7,117,3,4,4,11,Bronze,0
2976,16960,38,101,507,2,1,3,6,Gold,1
2977,16961,115,14,234,3,4,4,11,Bronze,0
2978,16963,186,7,111,4,4,4,12,Bronze,0
2979,16965,226,26,201,4,3,4,11,Bronze,0
2980,16966,7,28,2155,1,3,1,5,Platinum,1
2981,16967,188,21,319,4,3,3,10,Bronze,0
2982,16968,3,31,439,1,3,3,7,Gold,1
2983,16969,38,42,650,2,2,2,6,Gold,1
2984,16971,37,41,357,2,2,3,7,Gold,0
2985,16976,266,2,252,4,4,4,12,Bronze,0
2986,16978,76,39,344,3,2,3,8,Silver,0
2987,16979,3,89,1852,1,1,1,3,Platinum,1
2988,16980,254,87,1079,4,1,1,6,Gold,1
2989,16982,60,22,384,3,3,3,9,Silver,0
2990,16983,12,148,1931,1,1,1,3,Platinum,1
2993,16986,29,3,1873,2,4,1,7,Gold,1
2994,16987,2,129,1625,1,1,1,3,Platinum,1
2995,16988,4,7,126,1,4,4,9,Silver,0
2996,16989,6,12,1133,1,4,1,6,Gold,1
2997,16990,218,1,179,4,4,4,12,Bronze,0
2998,16992,10,93,1614,1,1,1,3,Platinum,1
2999,16996,29,37,1457,2,2,1,5,Platinum,1
3000,16997,287,12,702,4,4,2,10,Bronze,0
3001,16998,149,4,295,3,4,3,10,Bronze,0
3002,16999,22,23,485,1,3,3,7,Gold,1
3004,17002,85,49,1494,3,2,1,6,Gold,1
3005,17004,45,44,1413,2,2,1,5,Platinum,1
3006,17006,4,44,782,1,2,2,5,Platinum,1
3007,17007,50,52,890,2,2,2,6,Gold,1
3008,17010,17,11,195,1,4,4,9,Silver,0
3009,17011,29,15,271,2,4,3,9,Silver,0
3010,17014,7,74,586,1,1,2,4,Platinum,1
3011,17015,28,217,1843,2,1,1,4,Platinum,1
3013,17018,40,16,920,2,3,2,7,Gold,1
3015,17022,30,7,71,2,4,4,10,Bronze,0
3016,17024,44,3,96,2,4,4,10,Bronze,0
3017,17025,60,9,358,3,4,3,10,Bronze,0
3018,17026,184,4,155,4,4,4,12,Bronze,0
3019,17027,78,153,890,3,1,2,6,Gold,1
3020,17029,110,2,716,3,4,2,9,Silver,0
3021,17030,63,11,147,3,4,4,11,Bronze,0
3022,17031,11,22,380,1,3,3,7,Gold,1
3023,17033,85,28,1030,3,3,2,8,Silver,1
3024,17034,15,30,746,1,3,2,6,Gold,1
3025,17035,245,28,434,4,3,3,10,Bronze,0
3026,17037,87,75,1267,3,1,1,5,Platinum,1
3027,17038,29,22,112,2,3,4,9,Silver,0
3028,17040,137,15,450,3,4,3,10,Bronze,0
3029,17041,26,70,1082,2,1,1,4,Platinum,1
3030,17042,2,98,1044,1,1,1,3,Platinum,1
3031,17043,31,102,1735,2,1,1,4,Platinum,1
3032,17044,24,6,948,2,4,2,8,Silver,0
3033,17045,112,22,339,3,3,3,9,Silver,0
3034,17046,156,22,642,4,3,2,9,Silver,0
3035,17047,84,65,1101,3,2,1,6,Gold,1
3036,17048,117,43,925,3,2,2,7,Gold,1
3039,17051,193,43,247,4,2,4,10,Bronze,0
3040,17052,27,92,414,2,1,3,6,Gold,1
3041,17053,130,13,498,3,4,3,10,Bronze,0
3042,17054,27,83,1356,2,1,1,4,Platinum,1
3043,17058,81,62,1180,3,2,1,6,Gold,1
3045,17060,265,5,234,4,4,4,12,Bronze,0
3047,17062,313,70,538,4,1,2,7,Gold,0
3048,17063,20,78,1461,1,1,1,3,Platinum,1
3049,17064,58,62,859,2,2,2,6,Gold,1
3051,17069,27,143,2710,2,1,1,4,Platinum,1
3052,17070,113,64,312,3,2,3,8,Silver,0
3053,17071,27,140,2429,2,1,1,4,Platinum,1
3054,17073,17,174,1446,1,1,1,3,Platinum,1
3055,17075,17,77,834,1,1,2,4,Platinum,1
3056,17076,35,25,841,2,3,2,7,Gold,1
3057,17078,35,28,378,2,3,3,8,Silver,0
3058,17079,77,2,119,3,4,4,11,Bronze,0
3059,17080,21,8,288,1,4,3,8,Silver,0
3060,17081,24,64,290,2,2,3,7,Gold,1
3061,17082,32,81,2004,2,1,1,4,Platinum,1
3062,17083,108,52,1406,3,2,1,6,Gold,1
3064,17085,122,187,1567,3,1,1,5,Platinum,1
3065,17086,6,96,2050,1,1,1,3,Platinum,1
3066,17088,27,115,1991,2,1,1,4,Platinum,1
3067,17090,3,63,2044,1,2,1,4,Platinum,1
3069,17092,49,125,1778,2,1,1,4,Platinum,1
3070,17094,321,14,302,4,4,3,11,Bronze,0
3071,17095,22,74,1324,1,1,1,3,Platinum,1
3072,17096,14,48,1022,1,2,2,5,Platinum,1
3073,17100,17,65,972,1,2,2,5,Platinum,1
3074,17101,9,42,1622,1,2,1,4,Platinum,1
3075,17102,261,1,26,4,4,4,12,Bronze,0
3076,17105,158,90,666,4,1,2,7,Gold,1
3078,17109,28,117,885,2,1,2,5,Platinum,1
3079,17110,164,12,163,4,4,4,12,Bronze,0
3080,17111,46,30,249,2,3,4,9,Silver,0
3081,17114,5,127,809,1,1,2,4,Platinum,1
3082,17115,7,39,838,1,2,2,5,Platinum,1
3083,17117,287,9,116,4,4,4,12,Bronze,0
3084,17118,317,10,157,4,4,4,12,Bronze,0
3085,17119,2,35,607,1,2,2,5,Platinum,1
3086,17120,232,18,307,4,3,3,10,Bronze,0
3087,17122,118,7,138,3,4,4,11,Bronze,0
3088,17123,161,9,345,4,4,3,11,Bronze,0
3089,17124,184,32,299,4,3,3,10,Bronze,0
3090,17125,49,40,259,2,2,4,8,Silver,0
3093,17131,4,134,2463,1,1,1,3,Platinum,1
3095,17134,106,24,425,3,3,3,9,Silver,0
3096,17135,15,52,1140,1,2,1,4,Platinum,1
3097,17138,275,24,380,4,3,3,10,Bronze,0
3099,17140,246,20,465,4,3,3,10,Bronze,0
3100,17142,238,15,579,4,4,2,10,Bronze,0
3101,17144,0,48,985,1,2,2,5,Platinum,1
3102,17146,105,35,750,3,2,2,7,Gold,1
3103,17147,22,81,1715,1,1,1,3,Platinum,1
3104,17148,51,9,125,2,4,4,10,Bronze,0
3105,17152,194,14,1690,4,4,1,9,Silver,0
3106,17153,23,14,214,2,4,4,10,Bronze,0
3107,17154,74,23,329,3,3,3,9,Silver,0
3108,17155,17,20,252,1,3,4,8,Silver,0
3109,17157,7,13,319,1,4,3,8,Silver,0
3110,17158,31,67,1267,2,2,1,5,Platinum,1
3111,17159,21,101,1539,1,1,1,3,Platinum,1
3113,17162,28,104,1715,2,1,1,4,Platinum,1
3114,17163,21,5,293,1,4,3,8,Silver,0
3115,17164,32,144,2467,2,1,1,4,Platinum,1
3116,17165,283,10,159,4,4,4,12,Bronze,0
3117,17166,38,12,206,2,4,4,10,Bronze,0
3118,17169,57,54,836,2,2,2,6,Gold,1
3119,17171,288,16,225,4,3,4,11,Bronze,0
3120,17172,78,15,318,3,4,3,10,Bronze,0
3122,17174,217,4,60,4,4,4,12,Bronze,0
3123,17175,43,63,1444,2,2,1,5,Platinum,1
3124,17176,201,15,306,4,4,3,11,Bronze,0
3125,17179,177,80,712,4,1,2,7,Gold,1
3126,17180,55,128,796,2,1,2,5,Platinum,1
3127,17181,56,23,240,2,3,4,9,Silver,0
3129,17186,46,2,144,2,4,4,10,Bronze,0
3130,17187,226,10,204,4,4,4,12,Bronze,0
3131,17188,10,84,2474,1,1,1,3,Platinum,1
3132,17189,105,61,384,3,2,3,8,Silver,0
3133,17190,58,19,445,2,3,3,8,Silver,0
3135,17193,35,32,1699,2,3,1,6,Gold,1
3136,17194,273,29,263,4,3,4,11,Bronze,0
3137,17197,29,29,1013,2,3,2,7,Gold,1
3138,17198,23,96,692,2,1,2,5,Platinum,1
3139,17201,53,40,343,2,2,3,7,Gold,0
3141,17204,174,57,1565,4,2,1,7,Gold,1
3142,17205,53,13,384,2,4,3,9,Silver,0
3143,17206,52,7,204,2,4,4,10,Bronze,0
3144,17211,26,211,2317,2,1,1,4,Platinum,1
3145,17212,252,4,227,4,4,4,12,Bronze,0
3146,17213,39,157,2781,2,1,1,4,Platinum,1
3147,17214,59,103,1069,3,1,1,5,Platinum,1
3148,17217,233,9,114,4,4,4,12,Bronze,0
3150,17219,31,25,114,2,3,4,9,Silver,0
3152,17221,6,63,335,1,2,3,6,Gold,1
3153,17222,64,28,354,3,3,3,9,Silver,0
3154,17223,309,49,427,4,2,3,9,Silver,0
3155,17226,308,21,393,4,3,3,10,Bronze,0
3156,17227,18,47,939,1,2,2,5,Platinum,1
3157,17228,15,208,1906,1,1,1,3,Platinum,1
3158,17229,95,47,319,3,2,3,8,Silver,0
3161,17232,2,36,422,1,2,3,6,Gold,1
3162,17233,34,25,191,2,3,4,9,Silver,0
3163,17234,182,14,150,4,4,4,12,Bronze,0
3164,17235,24,29,550,2,3,2,7,Gold,1
3165,17236,12,105,916,1,1,2,4,Platinum,1
3166,17237,10,19,315,1,3,3,7,Gold,0
3168,17239,312,15,382,4,4,3,11,Bronze,0
3169,17242,107,40,1135,3,2,1,6,Gold,1
3171,17244,52,31,955,2,3,2,7,Gold,1
3172,17245,204,9,171,4,4,4,12,Bronze,0
3173,17247,14,55,282,1,2,3,6,Gold,1
3174,17248,119,69,319,3,2,3,8,Silver,0
3175,17250,3,57,385,1,2,3,6,Gold,1
3177,17252,116,87,354,3,1,3,7,Gold,1
3178,17253,17,18,178,1,3,4,8,Silver,0
3179,17254,4,112,272,1,1,3,5,Platinum,1
3180,17255,40,78,298,2,1,3,6,Gold,1
3181,17256,106,16,240,3,3,4,10,Bronze,0
3182,17259,147,124,603,3,1,2,6,Gold,1
3183,17262,51,12,1253,2,4,1,7,Gold,1
3184,17263,207,23,63,4,3,4,11,Bronze,0
3185,17265,138,127,563,3,1,2,6,Gold,1
3186,17266,1,80,311,1,1,3,5,Platinum,1
3187,17267,126,38,318,3,2,3,8,Silver,0
3188,17268,107,6,764,3,4,2,9,Silver,0
3189,17272,41,114,2149,2,1,1,4,Platinum,1
3190,17274,34,27,112,2,3,4,9,Silver,0
3191,17277,227,69,1065,4,2,1,7,Gold,1
3192,17278,240,15,246,4,4,4,12,Bronze,0
3193,17279,57,9,188,2,4,4,10,Bronze,0
3194,17282,129,94,1703,3,1,1,5,Platinum,1
3196,17286,21,45,154,1,2,4,7,Gold,0
3197,17287,25,124,1064,2,1,1,4,Platinum,1
3198,17288,8,142,1420,1,1,1,3,Platinum,1
3199,17289,31,111,944,2,1,2,5,Platinum,1
3200,17290,3,102,525,1,1,3,5,Platinum,1
3201,17291,307,1,551,4,4,2,10,Bronze,0
3202,17293,7,135,1875,1,1,1,3,Platinum,1
3203,17295,28,69,557,2,2,2,6,Gold,1
3204,17297,16,51,132,1,2,4,7,Gold,0
3205,17298,100,30,498,3,3,3,9,Silver,0
3206,17299,11,57,669,1,2,2,5,Platinum,1
3207,17301,20,66,198,1,2,4,7,Gold,1
3208,17302,14,79,1136,1,1,1,3,Platinum,1
3211,17309,94,12,83,3,4,4,11,Bronze,0
3212,17311,77,55,1385,3,2,1,6,Gold,1
3213,17312,138,14,644,3,4,2,9,Silver,0
3214,17313,30,24,2329,2,3,1,6,Gold,1
3215,17314,24,131,2528,2,1,1,4,Platinum,1
3217,17317,45,9,2600,2,4,1,7,Gold,1
3218,17320,99,73,1201,3,1,1,5,Platinum,1
3219,17321,7,107,701,1,1,2,4,Platinum,1
3220,17323,14,200,921,1,1,2,4,Platinum,1
3221,17324,17,50,990,1,2,2,5,Platinum,1
3222,17325,279,6,97,4,4,4,12,Bronze,0
3223,17329,13,33,523,1,3,3,7,Gold,1
3224,17330,22,6,364,1,4,3,8,Silver,0
3225,17331,123,1,175,3,4,4,11,Bronze,0
3226,17333,85,28,494,3,3,3,9,Silver,0
